Provider Number,Facility Name,Profit or Non-Profit,Chain Organization,# of Dialysis Stations,Patient Transfusion category text,Number of patients included in the transfusion summary,Number of patients in hypercalcemia summary,Number of patient-months in hypercalcemia summary,Number of patients in Serum phosphorus summary,Number of patient-months in Serum phosphorus summary ,Patient hospitalization category text,Patient Hospital Readmission Category,Patient Survival Category Text,Number of patients included in hospitalization summary,Number of hospitalizations included in hospital readmission summary,Number of Patients included in survival summary,Patient Infection category text,Fistula Category Text,Number of Patients included in fistula summary,Number of patients in long term catheter summary,Number of patient months in long term catheter summary,Number of patients in nPCR summary,Number of patient-months in nPCR summary,SWR category text,PPPW category text
252578,"RCG MISSISSIPPI, INC",Profit,FRESENIUS MEDICAL CARE,2,Worse than Expected,73,95,794,100,823,As Expected,As Expected,As Expected,79,32,282,Not Available,As Expected,62,62,512,0,,As Expected,As Expected
252579,"NORTH GULFPORT HOME PROGRAM, LLC",Profit,FRESENIUS MEDICAL CARE,0,Worse than Expected,77,113,955,115,970,As Expected,As Expected,As Expected,85,103,287,Not Available,Not Available,9,9,76,0,,As Expected,As Expected
242528,DAVITA CASS LAKE DIALYSIS,Profit,DAVITA,8,As Expected,39,47,386,49,401,As Expected,As Expected,As Expected,42,33,135,As Expected,As Expected,38,38,306,0,,Not Available,As Expected
242529,FMC DIALYSIS - BUFFALO,Profit,FRESENIUS MEDICAL CARE,17,Worse than Expected,43,56,534,62,555,As Expected,As Expected,Better than Expected,54,62,205,As Expected,As Expected,61,61,533,0,,Not Available,As Expected
243537,CENTRACARE KIDNEY PROGRAM - CAMBRIDGE,Non-Profit,CENTRACARE DIALYSIS,15,Not Available,17,23,173,22,164,As Expected,As Expected,As Expected,18,11,87,As Expected,As Expected,22,22,165,0,,Not Available,As Expected
243538,SANFORD DIALYSIS THIEF RIVER FALLS,Non-Profit,SANFORD HEALTH,6,Not Available,18,24,223,24,227,As Expected,As Expected,As Expected,21,22,92,As Expected,As Expected,22,22,217,0,,Not Available,As Expected
243540,ALTRU HEALTH SYSTEM RENAL DIALYSIS AT LIFECARE,Non-Profit,INDEPENDENT,6,Not Available,12,14,146,14,147,As Expected,Not Available,As Expected,12,9,50,As Expected,As Expected,14,14,148,0,,Not Available,As Expected
243541,ALTRU HEALTH SYSTEM RENAL DIALYSIS CROOKSTON,Non-Profit,INDEPENDENT,8,As Expected,18,20,173,20,178,As Expected,Not Available,As Expected,19,10,74,As Expected,As Expected,20,20,178,0,,Not Available,Not Available
262539,FMC -  UNIVERSITY CITY,Profit,FRESENIUS MEDICAL CARE,24,As Expected,93,126,1282,128,1291,As Expected,As Expected,As Expected,101,98,443,Better than Expected,As Expected,128,128,1310,0,,As Expected,As Expected
232694,"DEARBORN KIDNEY CENTER, LLC",Profit,AMERICAN RENAL ASSOCIATES,16,As Expected,51,108,927,111,883,As Expected,As Expected,As Expected,94,144,367,As Expected,As Expected,108,108,929,0,,As Expected,As Expected
232695,"GREAT LAKES DIALYSIS WEST, LLC",Profit,INDEPENDENT,18,Worse than Expected,54,83,708,90,735,As Expected,Worse than Expected,As Expected,63,125,205,Better than Expected,As Expected,90,90,737,0,,Not Available,As Expected
232697,DAVITA BLOOMFIELD HILLS HOME DIALYSIS,Profit,DAVITA,0,As Expected,72,103,842,116,906,As Expected,As Expected,As Expected,82,47,291,Not Available,As Expected,31,31,250,0,,As Expected,Better than Expected
232698,DAVITA BAD AXE MI,Profit,DAVITA,13,As Expected,37,57,427,58,453,As Expected,As Expected,As Expected,41,41,144,As Expected,As Expected,54,54,411,0,,Not Available,As Expected
252554,BAY SPRINGS DIALYSIS,Profit,INDEPENDENT,21,As Expected,42,49,454,49,462,As Expected,As Expected,As Expected,44,44,163,As Expected,As Expected,50,50,471,0,,Not Available,As Expected
252555,"BIO-MEDICAL APPLICATIONS OF MISSISSIPPI, INC",Profit,FRESENIUS MEDICAL CARE,10,As Expected,35,40,378,43,385,As Expected,As Expected,As Expected,39,29,150,As Expected,As Expected,43,43,399,0,,Not Available,Worse than Expected
252556,DAVITA LUCEDALE DIALYSIS,Profit,DAVITA,16,As Expected,36,43,353,45,374,As Expected,As Expected,As Expected,40,54,151,As Expected,As Expected,43,43,371,0,,Not Available,As Expected
232617,DAVITA BATTLE CREEK DIALYSIS,Profit,DAVITA,20,As Expected,66,97,913,105,951,As Expected,As Expected,As Expected,76,73,337,As Expected,As Expected,88,88,785,0,,Not Available,As Expected
232618,"MICHIGAN HOME DIALYSIS CENTERS, LLC",Profit,FRESENIUS MEDICAL CARE,25,As Expected,80,120,1136,128,1174,As Expected,Worse than Expected,As Expected,95,168,401,As Expected,As Expected,127,127,1161,0,,As Expected,As Expected
232619,FRESENIUS MEDICAL CARE - TAYLOR,Profit,FRESENIUS MEDICAL CARE,12,Worse than Expected,34,49,418,51,421,As Expected,As Expected,As Expected,40,80,183,As Expected,As Expected,50,50,431,0,,Not Available,As Expected
252580,"RCG MISSISSIPPI, INC.",Profit,FRESENIUS MEDICAL CARE,14,As Expected,62,82,703,83,741,Better than Expected,As Expected,Better than Expected,71,24,245,Better than Expected,As Expected,85,85,757,0,,As Expected,As Expected
252581,"RENAL CARE GROUP TUPELO, LLC",Profit,FRESENIUS MEDICAL CARE,24,As Expected,83,106,925,112,967,As Expected,As Expected,As Expected,96,118,319,As Expected,Better than Expected,111,111,956,0,,As Expected,As Expected
232643,DAVITA GROSSE POINTE DIALYSIS,Profit,DAVITA,25,As Expected,125,182,1614,188,1657,As Expected,As Expected,As Expected,145,212,628,As Expected,As Expected,139,139,1173,0,,As Expected,As Expected
232644,RRC - WEST FLINT,Profit,RELIANT RENAL CARE,25,As Expected,93,129,1146,141,1156,As Expected,As Expected,As Expected,109,152,484,As Expected,As Expected,126,126,1058,0,,As Expected,As Expected
232645,KALKASKA DIALYSIS CENTER,Non-Profit,INDEPENDENT,12,As Expected,53,64,567,70,603,As Expected,As Expected,Better than Expected,59,62,210,As Expected,As Expected,70,70,600,0,,Not Available,As Expected
243542,ST. CLOUD HOSPITAL,Non-Profit,CENTRACARE DIALYSIS,10,Not Available,10,11,106,12,111,As Expected,Not Available,As Expected,12,8,34,Not Available,As Expected,12,12,111,0,,Not Available,Not Available
243543,ST CLOUD HOSPITAL,Non-Profit,CENTRACARE DIALYSIS,6,Not Available,0,0,,0,,Not Available,Not Available,Not Available,0,0,0,Not Available,Not Available,0,0,,0,,Not Available,Not Available
262340,CAMERON REGIONAL MEDICAL CENTER RENAL DIALYSIS CENTER,Non-Profit,INDEPENDENT,10,As Expected,21,28,236,31,257,As Expected,As Expected,As Expected,23,15,79,Not Available,As Expected,29,29,248,0,,Not Available,As Expected
262501,KANSAS CITY DIALYSIS & TRANSPLANT CENTER,Profit,FRESENIUS MEDICAL CARE,33,As Expected,84,125,1074,125,1070,Worse than Expected,As Expected,As Expected,98,143,456,As Expected,As Expected,109,109,997,0,,As Expected,As Expected
262502,CHROMALLOY AMERICAN KIDNEY CENTER,Non-Profit,INDEPENDENT,32,As Expected,122,181,1749,179,1773,As Expected,As Expected,As Expected,141,191,610,As Expected,Worse than Expected,183,183,1828,0,,As Expected,As Expected
262503,DAVITA ST. LOUIS DIALYSIS CENTER,Profit,DAVITA,25,As Expected,65,82,822,88,820,As Expected,As Expected,As Expected,71,68,308,As Expected,As Expected,88,88,837,0,,As Expected,As Expected
232699,FMC - ST JOHNS,Profit,FRESENIUS MEDICAL CARE,13,As Expected,43,61,485,63,514,As Expected,As Expected,As Expected,54,68,168,As Expected,As Expected,61,61,492,0,,Not Available,As Expected
232700,RRC - LAPEER HOME CHOICE DIALYSIS,Profit,RELIANT RENAL CARE,0,Worse than Expected,79,106,579,122,598,Worse than Expected,Worse than Expected,Worse than Expected,115,182,555,Not Available,As Expected,95,95,456,0,,Not Available,As Expected
242560,FRESENIUS MEDICAL CARE - CHAMPLIN,Profit,FRESENIUS MEDICAL CARE,24,As Expected,31,52,458,54,482,As Expected,As Expected,As Expected,35,41,143,As Expected,As Expected,55,55,493,0,,Not Available,As Expected
242561,FRESENIUS MEDICAL CARE OF HIBBING,Profit,FRESENIUS MEDICAL CARE,12,As Expected,17,29,202,29,205,As Expected,As Expected,As Expected,21,31,102,As Expected,As Expected,30,30,207,0,,Not Available,As Expected
242562,FRESENIUS MEDICAL CARE - MIDWAY ST PAUL,Profit,FRESENIUS MEDICAL CARE,16,As Expected,29,51,424,51,434,As Expected,As Expected,As Expected,34,45,149,As Expected,As Expected,52,52,443,0,,As Expected,As Expected
242563,DAVITA RICHFIELD DIALYSIS,Profit,DAVITA,12,As Expected,48,70,611,70,634,As Expected,Worse than Expected,As Expected,55,90,208,As Expected,As Expected,58,58,523,0,,Not Available,As Expected
232620,FMC - TAWAS BAY,Profit,FRESENIUS MEDICAL CARE,12,As Expected,42,54,463,59,493,As Expected,As Expected,As Expected,46,56,180,As Expected,As Expected,54,54,420,0,,Not Available,As Expected
232621,FMC - SOUTH HAVEN,Profit,FRESENIUS MEDICAL CARE,16,As Expected,34,48,370,52,395,As Expected,As Expected,As Expected,40,46,175,As Expected,As Expected,52,52,396,0,,As Expected,As Expected
232622,DAVITA WESTLAND DIALYSIS,Profit,DAVITA,16,As Expected,76,102,850,108,890,Worse than Expected,As Expected,As Expected,86,136,360,As Expected,As Expected,107,107,902,0,,As Expected,As Expected
232720,DETROIT KIDNEY CENTER LLC,Profit,AMERICAN RENAL ASSOCIATES,20,As Expected,37,67,583,68,607,As Expected,Better than Expected,As Expected,49,53,114,As Expected,As Expected,70,70,634,0,,As Expected,As Expected
232721,"BIO-MEDICAL APPLICATIONS OF MICHIGAN, INC.",Profit,FRESENIUS MEDICAL CARE,13,Not Available,19,27,169,29,184,As Expected,As Expected,Not Available,23,22,31,As Expected,As Expected,29,29,181,0,,Not Available,As Expected
232646,DAVITA LANSING HOME TRAINING (PD),Profit,DAVITA,6,Not Available,7,11,68,12,79,Not Available,As Expected,As Expected,9,12,40,Not Available,Not Available,0,0,,0,,Not Available,As Expected
232647,DAVITA CLINTON TOWNSHIP DIALYSIS,Profit,DAVITA,16,As Expected,77,109,899,116,942,As Expected,As Expected,As Expected,86,91,396,As Expected,As Expected,99,99,748,0,,As Expected,As Expected
232648,FMC - SANDUSKY,Profit,FRESENIUS MEDICAL CARE,12,Worse than Expected,29,50,435,58,469,As Expected,As Expected,As Expected,37,42,187,Better than Expected,As Expected,52,52,403,0,,Not Available,As Expected
242314,SANFORD WORTHINGTON MEDICAL CENTER,Non-Profit,SANFORD HEALTH,8,As Expected,29,34,277,37,298,As Expected,As Expected,As Expected,32,24,129,As Expected,As Expected,37,37,299,0,,Not Available,As Expected
242318,SANFORD DIALYSIS DETROIT LAKES,Non-Profit,SANFORD HEALTH,12,As Expected,36,51,420,50,416,As Expected,As Expected,As Expected,45,66,170,Worse than Expected,As Expected,52,52,433,0,,Not Available,As Expected
262504,DAVITA NORTHLAND DIALYSIS,Profit,DAVITA,25,As Expected,103,169,1464,180,1501,As Expected,As Expected,As Expected,129,161,546,As Expected,As Expected,133,133,1163,0,,Better than Expected,As Expected
262505,"DIALYSIS CLINICS, INC - KIRKSVILLE",Non-Profit,"DIALYSIS CLINIC, INC.",15,As Expected,46,51,459,53,477,As Expected,As Expected,As Expected,50,53,200,As Expected,As Expected,46,46,413,0,,Not Available,As Expected
232670,NORTHWEST DETROIT DIALYSIS CENTER LLC,Profit,GREENFIELD HEALTH SYSTEMS,30,As Expected,150,224,2176,226,2198,Worse than Expected,As Expected,As Expected,178,304,735,Better than Expected,As Expected,205,205,1992,0,,As Expected,As Expected
232671,US RENAL CARE WATERVLIET DIALYSIS,Profit,"US RENAL CARE, INC.",16,As Expected,39,58,526,60,554,As Expected,As Expected,As Expected,47,46,180,As Expected,As Expected,61,61,558,0,,Not Available,As Expected
232672,DAVITA MT MORRIS DIALYSIS,Profit,DAVITA,13,As Expected,25,61,320,65,336,As Expected,As Expected,As Expected,30,29,129,As Expected,As Expected,66,66,349,0,,Not Available,As Expected
242564,DAVITA NEW HOPE DIALYSIS CENTER,Profit,DAVITA,12,As Expected,42,65,555,68,569,As Expected,As Expected,As Expected,48,58,206,As Expected,As Expected,67,67,553,0,,Not Available,As Expected
242565,DAVITA CAPITOL HOME PROGRAM OF DAVITA HEMO UNIT,Profit,DAVITA,4,As Expected,53,85,709,88,729,As Expected,As Expected,As Expected,60,50,256,Not Available,As Expected,16,16,135,0,,Not Available,Better than Expected
252532,RCG NEWTON,Profit,FRESENIUS MEDICAL CARE,20,As Expected,69,74,701,77,723,As Expected,As Expected,As Expected,72,50,261,As Expected,As Expected,77,77,704,0,,As Expected,As Expected
252533,DAVITA JACKSON SOUTHWEST DIALYSIS,Profit,DAVITA,18,As Expected,56,81,744,78,711,As Expected,As Expected,As Expected,64,77,252,Better than Expected,As Expected,81,81,748,0,,As Expected,As Expected
252534,WAYNESBORO DIALYSIS,Profit,INDEPENDENT,15,As Expected,50,63,636,64,651,As Expected,As Expected,As Expected,57,35,246,As Expected,As Expected,64,64,653,2,10,As Expected,As Expected
232722,LINCOLN PARK KIDNEY CENTER LLC,Profit,AMERICAN RENAL ASSOCIATES,20,Worse than Expected,34,49,354,53,381,As Expected,As Expected,As Expected,38,45,48,As Expected,As Expected,55,55,409,0,,Not Available,As Expected
232723,DAVITA COLMARE DIALYSIS,Profit,DAVITA,12,Not Available,17,38,159,38,160,As Expected,As Expected,Not Available,23,15,26,As Expected,As Expected,41,41,168,0,,Not Available,As Expected
232724,DAVITA BELLEVILLE DIALYSIS,Profit,DAVITA,12,Not Available,16,25,171,26,172,As Expected,As Expected,Not Available,20,20,23,As Expected,As Expected,27,27,182,0,,Not Available,As Expected
232726,DAVITA NOVI HOME TRAINING,Profit,DAVITA,0,Not Available,4,7,30,7,32,Not Available,Not Available,Not Available,4,4,4,Not Available,Not Available,0,0,,0,,Not Available,Not Available
242585,DAVITA DIALYSIS AT MANKATO CLINIC,Profit,DAVITA,12,As Expected,46,59,523,65,542,As Expected,As Expected,As Expected,52,45,224,As Expected,As Expected,57,57,465,0,,Not Available,As Expected
242586,SANFORD DETROIT LAKES HOME DIALYSIS,Non-Profit,SANFORD HEALTH,3,Not Available,14,21,104,23,122,As Expected,As Expected,As Expected,19,13,61,Not Available,Not Available,3,3,10,0,,Not Available,As Expected
242323,AVERA MARSHALL,Non-Profit,INDEPENDENT,6,Not Available,17,25,138,29,155,As Expected,As Expected,Not Available,24,12,28,As Expected,As Expected,29,29,157,0,,Not Available,As Expected
242324,MAYO CLINIC HOSPITAL - ROCHESTER,Non-Profit,MAYO CLINIC DIALYSIS,3,Not Available,0,1,6,0,0,Not Available,Not Available,Not Available,0,3,0,Not Available,Not Available,2,2,7,0,,Not Available,Not Available
242501,DAVITA EDINA DIALYSIS CENTER,Profit,DAVITA,12,As Expected,23,31,270,29,254,As Expected,As Expected,As Expected,26,43,118,As Expected,As Expected,31,31,276,0,,Not Available,As Expected
243513,CENTRACARE KIDNEY PROGRAM - BRAINERD,Non-Profit,CENTRACARE DIALYSIS,16,As Expected,75,91,754,95,770,As Expected,As Expected,As Expected,83,104,323,As Expected,As Expected,96,96,763,0,,Not Available,As Expected
243514,MAYO DIALYSIS - OWATONNA,Non-Profit,MAYO CLINIC DIALYSIS,24,As Expected,29,38,309,42,323,As Expected,As Expected,As Expected,36,35,132,As Expected,As Expected,42,42,310,0,,Not Available,As Expected
243515,MAYO DIALYSIS - WABASHA,Non-Profit,MAYO CLINIC DIALYSIS,6,Not Available,16,23,203,25,209,As Expected,As Expected,As Expected,23,12,70,As Expected,As Expected,24,24,209,0,,Not Available,As Expected
282501,DAVITA HASTINGS DIALYSIS CENTER,Profit,DAVITA,12,As Expected,41,58,486,61,511,As Expected,As Expected,As Expected,48,30,170,As Expected,As Expected,47,47,386,0,,As Expected,As Expected
282502,DAVITA SCOTTSBLUFF DIALYSIS CENTER,Profit,DAVITA,20,Worse than Expected,76,94,898,98,944,As Expected,As Expected,As Expected,85,114,329,As Expected,As Expected,85,85,769,0,,As Expected,As Expected
282503,DAVITA CAPITAL CITY DIALYSIS,Profit,DAVITA,12,As Expected,49,82,727,83,755,As Expected,As Expected,As Expected,57,58,222,As Expected,As Expected,66,66,583,0,,As Expected,As Expected
282504,"DIALYSIS CLINICS, INC - OMAHA",Non-Profit,"DIALYSIS CLINIC, INC.",30,As Expected,83,130,1148,142,1219,As Expected,As Expected,As Expected,99,146,407,As Expected,As Expected,140,140,1212,0,,As Expected,As Expected
302509,FRESENIUS MEDICAL CARE OF LEBANON,Profit,FRESENIUS MEDICAL CARE,27,As Expected,98,144,1259,157,1326,As Expected,As Expected,As Expected,118,169,440,Better than Expected,As Expected,143,143,1219,1,3,As Expected,As Expected
252535,DAVITA JACKSON SOUTH DIALYSIS,Profit,DAVITA,35,As Expected,71,89,843,96,867,As Expected,As Expected,As Expected,78,97,301,As Expected,As Expected,95,95,856,0,,Not Available,As Expected
252536,FMC YAZOO CITY,Profit,FRESENIUS MEDICAL CARE,21,As Expected,72,93,890,95,910,As Expected,As Expected,As Expected,85,90,318,As Expected,As Expected,94,94,922,0,,As Expected,As Expected
252537,"BIOMEDICAL APPLICATIONS OF MISSISSIPPI, INC",Profit,FRESENIUS MEDICAL CARE,21,As Expected,79,94,899,96,926,As Expected,As Expected,As Expected,83,56,304,As Expected,As Expected,97,97,927,0,,As Expected,As Expected
262540,FMC - CREVE COEUR,Profit,FRESENIUS MEDICAL CARE,17,As Expected,94,136,1179,141,1208,As Expected,As Expected,As Expected,111,113,431,Better than Expected,As Expected,123,123,1071,0,,As Expected,As Expected
262541,DAVITA LAKE ST LOUIS DIALYSIS,Profit,DAVITA,14,As Expected,54,74,653,79,699,As Expected,As Expected,As Expected,59,49,232,As Expected,As Expected,47,47,360,0,,As Expected,As Expected
262542,"DIALYSIS CLINICS, INC - OSAGE BEACH",Non-Profit,"DIALYSIS CLINIC, INC.",16,As Expected,35,58,427,63,468,As Expected,Worse than Expected,As Expected,46,55,178,As Expected,As Expected,63,63,466,0,,As Expected,As Expected
242588,DAVITA NORTHFIELD AT HOME,Profit,DAVITA,8,As Expected,21,31,278,35,281,As Expected,As Expected,As Expected,25,25,107,As Expected,As Expected,30,30,239,0,,Not Available,As Expected
242589,DAVITA EAST VALLEY DIALYSIS,Profit,DAVITA,16,As Expected,70,112,915,118,933,As Expected,As Expected,As Expected,82,89,288,As Expected,As Expected,81,81,653,0,,As Expected,Better than Expected
242590,FMC - ROUND LAKE DIALYSIS,Profit,FRESENIUS MEDICAL CARE,13,As Expected,24,28,252,31,268,As Expected,As Expected,As Expected,29,24,117,As Expected,As Expected,31,31,266,0,,Not Available,As Expected
252557,RCG SARDIS,Profit,FRESENIUS MEDICAL CARE,24,As Expected,90,115,1091,119,1116,As Expected,As Expected,As Expected,106,117,448,Better than Expected,As Expected,121,121,1133,0,,As Expected,As Expected
252558,COLLINS DIALYSIS,Profit,INDEPENDENT,21,As Expected,53,71,682,71,686,As Expected,As Expected,As Expected,64,50,242,As Expected,Better than Expected,72,72,695,0,,Not Available,As Expected
252559,TYLERTOWN DIALYSIS,Profit,INDEPENDENT,20,As Expected,26,32,298,31,295,As Expected,As Expected,As Expected,31,34,225,As Expected,As Expected,32,32,309,0,,Not Available,As Expected
243518,SANFORD DIALYSIS BEMIDJI,Non-Profit,SANFORD HEALTH,15,As Expected,79,96,877,104,929,As Expected,As Expected,Better than Expected,91,95,329,As Expected,As Expected,86,86,755,0,,As Expected,As Expected
243521,SAINT CLOUD HOSPITAL,Non-Profit,CENTRACARE DIALYSIS,13,As Expected,23,37,340,39,338,As Expected,As Expected,As Expected,28,30,113,As Expected,As Expected,40,40,344,0,,Not Available,As Expected
243523,CENTRACARE KIDNEY PROG AT DOUGLAS COUNTY HOSP,Non-Profit,CENTRACARE DIALYSIS,7,As Expected,40,56,466,59,493,As Expected,As Expected,As Expected,48,42,192,As Expected,As Expected,60,60,497,0,,Not Available,As Expected
252582,"DIBERVILLE HOME PROGRAM, LLC",Profit,FRESENIUS MEDICAL CARE,0,As Expected,19,26,212,27,214,As Expected,As Expected,As Expected,20,25,46,Not Available,Not Available,4,4,34,0,,Not Available,As Expected
252583,DAVITA GULF ISLANDS HT AT HOME,Profit,INDEPENDENT,0,Worse than Expected,50,62,495,61,484,As Expected,Worse than Expected,As Expected,58,50,180,Not Available,As Expected,14,14,128,0,,As Expected,As Expected
302510,FRESENIUS MEDICAL CARE LONDONDERRY,Profit,FRESENIUS MEDICAL CARE,13,As Expected,25,42,352,43,366,As Expected,As Expected,As Expected,36,39,155,As Expected,As Expected,41,41,361,0,,Not Available,As Expected
302511,DAVITA DERRY DIALYSIS,Profit,DAVITA,13,Not Available,17,31,222,33,242,As Expected,As Expected,As Expected,24,18,110,As Expected,As Expected,22,22,162,0,,Not Available,As Expected
302512,FRESENIUS MEDICAL CARE OF MOUNT WASHINGTON VALLEY,Profit,FRESENIUS MEDICAL CARE,10,As Expected,40,47,405,49,427,As Expected,Better than Expected,As Expected,45,31,156,As Expected,As Expected,46,46,383,0,,Not Available,As Expected
